# \\ thingid : unique identifier
# \\ tf_morpho : morphology of the tidal feature system (visual inspection)
# \\ RA : decimal right ascension
# \\ Dec : decimal declination
# \\ z : SDSS spectroscopic redshift
thingid,tf_morpho,RA,Dec,z
95132039,stream,213.89686580000003,-0.07251200000000001,0.35270999999999997
95132831,stream,214.02499390000003,-0.15381199999999998,0.10296
95136856,stream,214.83871459999997,-0.20557899999999998,0.12086
95142696,stream,215.71688840000002,-0.016347,0.34247
95146589,shell,216.1337738,-0.16534100000000002,0.17504
95168166,stream,216.75355530000002,-0.17463299999999998,0.24341
95177332,stream,217.52769469999998,-0.05776,0.06402999999999999
95186083,stream,218.29571529999998,-0.13549,0.13692000000000001
95190664,stream,218.9475861,-0.062198,0.12245999999999999
95198050,stream,219.9281464,-0.059059,0.16376
95203601,shell,220.46197510000002,-0.14929800000000001,0.31551999999999997
96010403,stream,213.96733089999998,0.070009,0.13555999999999999
96010555,stream,213.92654419999997,0.183338,0.11638
97351152,stream,335.5039700000001,0.045244,0.11093
97359178,stream,334.95227,0.168122,0.1068
97366742,stream,213.1090546,0.20797,0.13827
97368175,stream,334.0739700000001,0.16503299999999999,0.13939000000000001
97384735,shell,213.34266659999997,0.141788,0.12562
97486637,stream,214.2514648,0.142431,0.13405
97514268,stream,214.63034059999998,0.072575,0.29972
97514677,stream,214.6477509,0.157709,0.05314
97553091,stream,214.9940338,0.108348,0.12082000000000001
97643794,stream,215.75742000000002,0.011053,0.20997
97681492,stream,216.21708680000003,0.13909100000000002,0.13097999999999999
97826610,stream,217.59155269999997,0.121832,0.05536
98062046,stream,219.06776430000002,0.100698,0.33733
98095901,shell,219.3185883,0.177291,0.1054
98112855,stream,219.43814,0.078787,0.21069000000000002
98166619,stream,219.8668976,0.207269,0.13337000000000002
98603245,shell,182.36616519999998,0.023612,0.20398
98608070,shell,181.7090912,0.056091999999999996,0.11545
98608837,stream,181.7675476,0.18477000000000002,0.09233999999999999
98612453,stream,181.1113434,0.025912,0.09386
98627457,stream,179.2619781,0.154719,0.22803
98629856,stream,179.210083,0.163649,0.09529
98630517,stream,179.01824950000002,0.199301,0.07732
98639097,stream,177.99920649999999,0.168561,0.07693
98884233,stream,129.1428833,0.188371,0.13566
98943415,stream,133.8603058,0.061680999999999986,0.1079
98949838,stream,134.4979858,0.171198,0.05346
98983665,stream,136.83578490000002,0.108393,0.0949
98998827,stream,138.30621340000002,0.149228,0.0539
99009222,shell,139.1792755,0.07310900000000001,0.35979
99714214,stream,213.86801150000002,0.227319,0.05393
100473658,shell,177.6073456,0.272242,0.12622
100843493,stream,213.6753693,0.1864,0.12377
100844077,shell,213.5736847,0.226841,0.19233
102738403,stream,333.12961,0.37677,0.3167
102745541,stream,333.55551,0.371503,0.12665
102752447,stream,334.04987,0.383338,0.10997
102763153,stream,334.93671,0.30580799999999997,0.09731000000000001
102764935,stream,335.1274,0.29652,0.06055
102764977,stream,335.13135,0.29733699999999996,0.06107000000000001
102769927,stream,335.55375,0.39800599999999997,0.16385999999999998
103078313,stream,179.4680939,0.334513,0.27045
103078862,stream,179.447464,0.222702,0.27135
103078917,stream,179.4446259,0.297512,0.10800000000000001
103147394,stream,179.9157562,0.391761,0.0693
103147506,shell,179.8873749,0.372891,0.19837
103266347,stream,181.786911,0.40646,0.09182
103873134,stream,138.1889496,0.34023200000000003,0.05379
103924742,stream,136.8273926,0.25166,0.10098
104083773,stream,132.7395325,0.356042,0.19694
104106702,stream,132.25233459999998,0.23035799999999998,0.16535
104130762,stream,131.8584747,0.347219,0.19435999999999998
104135037,stream,131.6343231,0.307458,0.13027
104223818,stream,129.7115326,0.348236,0.07855
104531728,shell,214.5170135,0.273831,0.0503
104533262,stream,214.73904419999997,0.365619,0.0533
104533263,shell,214.741806,0.367902,0.2621
104543559,stream,216.07270809999997,0.22656199999999999,0.32266
104578914,stream,217.48561099999998,0.298032,0.09202
104581004,stream,217.6793518,0.252848,0.054889999999999994
104581981,shell,217.74501040000004,0.404629,0.13053
104581982,shell,217.74491880000002,0.40669099999999997,0.13059
104595729,stream,219.34538270000002,0.258101,0.28273000000000004
104600386,stream,219.9249268,0.230669,0.19741
104601731,stream,220.00852969999997,0.29175999999999996,0.25589
104602792,stream,220.1913452,0.29182800000000003,0.10369
105215330,stream,213.4907227,0.45859099999999997,0.14420999999999998
105269483,stream,136.0319366,0.525569,0.12267
105667002,stream,137.77577209999998,0.60506,0.19915
106690896,stream,213.06635,0.522505,0.053
106697641,stream,335.34398999999996,0.4613600000000001,0.17093
106702387,stream,335.0861,0.603457,0.16268
106724231,stream,333.47033,0.581739,0.20726
106724233,stream,333.47066,0.579557,0.20428
106728346,stream,333.17785,0.590233,0.1733
106730660,stream,333.08524,0.5605289999999999,0.05799
106734971,shell,332.8052600000001,0.525043,0.14953
107037645,stream,216.4861755,0.612931,0.055439999999999996
107070255,stream,216.96487430000002,0.48497799999999996,0.3819
107070991,shell,216.97401430000002,0.569611,0.08528999999999999
107183750,stream,217.60191349999997,0.490991,0.12902
107426574,shell,219.11489869999997,0.617399,0.13666
107515484,stream,219.865921,0.5489,0.14982
107525107,stream,220.0049438,0.508729,0.28223000000000004
107977459,stream,181.891983,0.482178,0.15909
107980751,stream,181.5061035,0.583531,0.35773
107985733,stream,180.96873469999997,0.529698,0.10257999999999999
107991420,stream,180.1827545,0.621001,0.11005999999999999
108263703,stream,130.96069340000003,0.6118,0.26559
108263840,stream,130.9902496,0.617309,0.28003
108280405,shell,132.6424561,0.445808,0.19608
108290028,shell,133.5057526,0.558968,0.0576
108346475,stream,139.0049438,0.521628,0.20496999999999999
109144164,stream,139.8692474,0.704658,0.05647000000000001
112120897,stream,333.85116,0.697819,0.14992
112126186,stream,334.36016,0.8246100000000001,0.05703
112128322,stream,334.5680200000001,0.63569,0.0675
112136927,stream,335.46237,0.819024,0.21491999999999997
112400868,stream,178.7144623,0.6525479999999999,0.22866999999999998
112455704,stream,179.68573,0.8262809999999999,0.2021
112455998,stream,179.7819824,0.742919,0.1326
112899603,shell,139.4295044,0.796229,0.19787000000000002
113351116,stream,134.0185,0.772796,0.20462
113357800,stream,133.6071472,0.74438,0.10545999999999996
113383198,shell,132.79331969999998,0.808422,0.17736
113417220,stream,132.00794979999998,0.693362,0.11052000000000001
113428779,stream,131.634613,0.697241,0.19499
113492441,shell,130.4485168,0.81934,0.0778
113863581,stream,213.69128419999998,0.724061,0.26504
113866033,shell,214.21731569999997,0.765072,0.174
113866887,shell,214.38116459999998,0.77165,0.07753
113868370,stream,214.4834595,0.676651,0.0529
113871208,stream,214.8867645,0.763547,0.17192000000000002
113873593,stream,215.3031464,0.824358,0.07514
113904017,stream,216.8713531,0.8327979999999999,0.12565
113907886,stream,217.1174469,0.8418110000000001,0.12607000000000002
113922638,shell,218.43704219999998,0.794932,0.12822
113932808,stream,219.54168700000002,0.8114210000000001,0.12730999999999998
